id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
6921241,1 BR on Newbury St,36275619,Sam,,Back Bay,42.35003,-71.08391,Entire home/apt,230,1,2,2015-7-13,0.04,1,0
6921672,French Country 2bd/2bth Heart of JP,36278389,Jessica,,Jamaica Plain,42.32133,-71.10777,Entire home/apt,250,1,1,2016-8-8,0.02,1,0
6930501,Loft with Balcony in South End,30128383,Jessica,,Roxbury,42.33655,-71.0861,Shared room,100,1,12,2016-8-21,0.23,1,0
6939759,Spacious 1 BR North End Apartment,26413047,Andrew,,North End,42.36188,-71.05296,Entire home/apt,200,2,17,2017-11-12,0.4,1,0
6951567,1 BR in a 2BHK near Fenway Park.,25252103,Nischal,,Fenway,42.34329,-71.09732,Private room,47,1,0,,,1,0
6951829,Furnished and spacious 2BR in Boston's Fenway Area,30283594,Kara,,Fenway,42.34506,-71.10173,Entire home/apt,188,28,10,2019-4-16,0.22,93,365
6955911,A room in the heart of Boston,20162776,Lior,,Fenway,42.34356,-71.08623,Private room,90,1,5,2016-8-29,0.09,1,0
6971836,Boston Oasis!,36554652,Rachel,,North End,42.36183,-71.05248,Entire home/apt,250,2,10,2015-11-27,0.19,1,0
6983246,"Cozy, Convenient Back Bay Home",35990162,Gerald,,Fenway,42.34415,-71.08795,Entire home/apt,195,4,88,2019-11-18,1.65,1,150
6990023,Private Room in Modern Apartment,22500410,Babak,,Mission Hill,42.32939,-71.10981,Private room,88,32,33,2017-4-18,0.62,1,293
6990904,Cozy JP bedroom near Orange Line T,16337422,Orion,,Jamaica Plain,42.3153,-71.09977,Private room,150,1,25,2019-5-19,0.47,2,179
6991310,"Modern, bright space in Back Bay",36495581,Caroline,,Back Bay,42.34941,-71.08443,Entire home/apt,250,2,0,,,1,0
7009774,Gorgeous Luxury Condo in Boston!,36747522,Shawn,,Charlestown,42.38382,-71.06767,Entire home/apt,599,2,0,,,1,0
7018497,2 Bedroom in the heart of Boston,25960013,George,,North End,42.36638,-71.05704,Entire home/apt,200,1,6,2015-10-7,0.11,1,0
7036112,SPACIOUS 1BR HEART OF N. END DWNTWN,24545104,Maira,,North End,42.36313,-71.05316,Entire home/apt,180,1,8,2017-10-8,0.18,1,0
7052847,1 big room in a cute 2 bedroom apt,10336060,Rebeca,,Allston,42.35281,-71.12398,Private room,60,18,0,,,1,0
7053454,Basement apartment in Charlestown,36992931,Ryan,,Charlestown,42.38005,-71.06324,Private room,200,1,8,2016-7-29,0.15,1,50
7054912,North Station Luxury Apartment!,6223931,Richard,,Downtown,42.36623,-71.05904,Entire home/apt,225,1,2,2015-7-9,0.04,1,0
7055184,Clean bedroom in Allston,22419290,Sylvia,,Allston,42.35507,-71.13263,Private room,35,1,2,2015-8-9,0.04,1,0
7075050,Lux bldg in Fenway w Balcony,37096230,Adam,,Fenway,42.34996,-71.09805,Entire home/apt,200,21,5,2017-9-30,0.09,1,0
7080514,Cozy place in the North End,9046262,Andrei,,North End,42.36571,-71.05771,Private room,130,3,1,2015-12-3,0.02,1,0
7086825,Private Room near public transport,34552909,Barrie,,Roslindale,42.28228,-71.11682,Private room,50,28,16,2019-10-4,0.3,4,347
7092144,Quiet Convenient Retreat,5689782,Cora,,Jamaica Plain,42.31848,-71.101,Private room,75,1,10,2018-10-16,0.19,2,74
7093109,Cozy  Apt. 20 Minutes  from Downtown,37177446,Nelson And Marlene,,Roslindale,42.27697,-71.11776,Entire home/apt,200,2,38,2019-10-27,0.86,2,256
7093184,Easy to downtown/Longwood Free Parking Clean House,18517776,Huggy,,Roxbury,42.31704,-71.07979,Private room,34,29,7,2017-5-1,0.13,30,365
7125052,Private Room Back Bay,37320933,Ken,,Back Bay,42.35292,-71.0808,Private room,275,1,0,,,1,0
7159343,Back Bay Apt on Commonwealth Avenue,28980127,Al,,Back Bay,42.35005,-71.08124,Entire home/apt,200,7,0,,,1,0
7161203,Cozy Rm Off-Street Parking EZ 2 downtown/Longwood,18517776,Huggy,,Roxbury,42.31711,-71.08078,Private room,34,29,6,2017-6-21,0.13,30,365
7179321,Private bedroom,37610133,Natalie,,East Boston,42.37202,-71.03703,Private room,68,7,17,2017-10-18,0.52,1,0
7181950,Spacious North End 1 BR | 1BA,9410008,Jason,,North End,42.36503,-71.05099,Entire home/apt,185,2,238,2019-11-6,4.53,18,346
7185881,Room Close to public transportation,16052189,Jonathan,,Hyde Park,42.23689,-71.13291,Private room,33,30,11,2019-6-20,0.21,8,325
7214920,Stylish South End 2 Bed w/ Parking & Patio,20062444,Dan,,South End,42.33683,-71.0695,Entire home/apt,250,2,45,2019-11-10,0.85,1,85
7222349,M&R - Front Bedroom Bathroom Parking - Walk to T!,7988017,Polly Minter,,Dorchester,42.29347,-71.0558,Private room,110,1,117,2019-11-3,2.34,3,255
7225376,Northeastern University Apartment,37826100,Feng,,Mission Hill,42.33155,-71.09629,Private room,75,1,5,2015-7-28,0.09,1,0
7239024,M&R Quiet Back Room Parking Bathroom,7988017,Polly Minter,,Dorchester,42.29263,-71.05575,Private room,100,1,182,2019-11-11,3.43,3,329
7240149,Historic Apartment on Commonwealth,35950087,Ian,,Back Bay,42.34863,-71.08561,Entire home/apt,300,1,0,,,1,0
7252607,Private Room near Public Transport,34552909,Barrie,,Roslindale,42.2828,-71.11515,Private room,50,28,13,2019-9-30,0.25,4,363
7273770,Boston 2 bedroom top floor condo w/balcony!,4191762,Jeff,,Jamaica Plain,42.30606,-71.11516,Entire home/apt,145,2,5,2016-10-9,0.12,1,0
7275018,Bright and Airy Family Home,534259,Candice,,West Roxbury,42.2903,-71.16061,Entire home/apt,100,1,3,2015-8-24,0.06,1,0
7279874,One Bedroom right by Fenway Park,2800145,Pragya,,Fenway,42.34831,-71.09199,Entire home/apt,135,3,15,2018-6-24,0.29,1,0
7281884,Charming urban studio,25742899,Tyree,,Roxbury,42.31289,-71.08316,Entire home/apt,56,1,110,2017-8-22,2.09,1,0
7287822,Light and airy separate apt in funky Jamaica Plain,17844905,Susie,,Jamaica Plain,42.31527,-71.10846,Entire home/apt,130,2,216,2019-11-9,4.16,2,134
7292184,Bright home with lots of character!,11544688,Mounir,,Dorchester,42.29456,-71.05566,Entire home/apt,60,3,23,2018-10-21,0.45,1,0
7293671,Large private bedroom and private bathroom,1037913,Derek,,Roxbury,42.32725,-71.07559,Private room,80,29,11,2019-3-16,0.21,1,210
7294565,South End Brown Stone,11822816,Ammar,,South End,42.33931,-71.06495,Private room,85,2,1,2015-8-15,0.02,1,0
7298966,"Discounted in Nov/Dec! Quiet,Sunny studio on the T",31289781,Dustin,,Brighton,42.34188,-71.14321,Entire home/apt,80,28,5,2018-10-5,0.15,1,9
7308623,Beautiful Apartment in Beacon Hill,36811327,Carolyn,,West End,42.36185,-71.06835,Private room,60,2,1,2016-4-18,0.02,1,0
7309178,Bright room in good location near public transport,22879353,Tibisay,,Mission Hill,42.3345,-71.1066,Private room,55,28,7,2019-10-19,0.42,1,0
7310887,Spacious and Sunny Brookline Apartment,38302832,Jacklyn,,Brighton,42.34554,-71.13819,Entire home/apt,285,3,172,2019-11-11,3.28,1,91
7330494,Private apartment with cozy garden. STR-398119,38403389,Katarzyna,,South Boston,42.33062,-71.05558,Entire home/apt,150,3,256,2019-11-10,4.85,1,326
7342489,"Beautiful 2Bedroom in the South End, Garden Unit",22348222,Maverick,,South End,42.34558,-71.07669,Entire home/apt,300,1,85,2019-11-8,2.37,54,299
7368611,Full floor apt +private deck in historic South End,38611099,Viktoria,,South End,42.34552,-71.06939,Entire home/apt,195,2,161,2019-11-10,3.15,2,101
7395978,Private Bedroom/Bathroom! Allston,24567367,Julien,,Allston,42.35087,-71.12918,Private room,100,3,3,2015-8-22,0.06,1,0
7454267,MARATHON WEEKEND: Lovely Modern Condo in JP,24066380,Ryan,,Jamaica Plain,42.30898,-71.11376,Entire home/apt,200,2,3,2015-8-30,0.06,1,0
7454907,North End Apartment,24293931,Kristin,,North End,42.36515,-71.05571,Entire home/apt,185,2,2,2015-9-13,0.04,1,0
7474044,Stylish & Comfortable Newbury St Studio .#5,22348222,Maverick,,Back Bay,42.34935,-71.08201,Entire home/apt,150,1,46,2019-11-6,1.13,54,332
7474855,Stylish & Comfortable Newbury St Studio .#11,22348222,Maverick,,Back Bay,42.34951,-71.08205,Entire home/apt,150,1,100,2019-11-17,2.29,54,324
7475052,"Comfortable Studio in Back Bay, on Newbury St, .#7",22348222,Maverick,,Back Bay,42.35083,-71.08359,Entire home/apt,150,1,109,2019-11-16,2.55,54,251
7475215,Comfortable & Stylish Studio on Newbury St. #2,22348222,Maverick,,Back Bay,42.35097,-71.08144,Entire home/apt,150,1,109,2019-10-27,2.16,54,308
7475379,Stylish & Comfortable Newbury St Studio .#6,22348222,Maverick,,Back Bay,42.35082,-71.08204,Entire home/apt,150,1,149,2019-11-13,3.09,54,302
7475557,Minion? *Family*Massage Chair*Convention 37-1,26704689,Mac,,South Boston,42.33354,-71.04848,Entire home/apt,225,32,106,2019-8-27,2.42,12,365
7475573,Charming Studio on Boston's iconic Newbury St. #8,22348222,Maverick,,Back Bay,42.35079,-71.08164,Entire home/apt,150,1,99,2019-11-17,2.36,54,291
7476340,"Charming Studio in Boston Brownstone, #44",22348222,Maverick,,South End,42.34323,-71.07749,Entire home/apt,150,1,53,2019-11-14,1.65,54,336
7479725,Sunny bedroom in Allston,17892292,Marlene,,Allston,42.36084,-71.1356,Private room,40,5,13,2016-11-12,0.25,5,0
7482195,Private room near bus stop,34552909,Barrie,,Roslindale,42.28222,-71.11519,Private room,50,28,2,2018-10-15,0.07,4,323
7497047,Boston Private Room - Clean and quiet close to T,16052189,Jonathan,,Hyde Park,42.23594,-71.13246,Private room,31,30,11,2019-6-29,0.21,8,159
7499960,SAFE CENTRAL CITY LOCATION! WalkToWork/Everywhere!,9529655,Suzanne,,Fenway,42.35062,-71.09486,Entire home/apt,198,31,15,2018-8-12,0.29,4,357
7511737,Spacious South End Studio w/Boston View #7,22348222,Maverick,,South End,42.34422,-71.07538,Entire home/apt,150,1,124,2019-11-14,2.46,54,304
7513605,"Stylish Downtown Studio in the SouthEnd, C.Ave# 2",22348222,Maverick,,South End,42.34505,-71.07577,Entire home/apt,150,1,93,2019-11-2,1.88,54,278
7513906,Charming & Stylish Studio on Beacon Hill #6,22348222,Maverick,,Downtown,42.36092,-71.06275,Entire home/apt,150,1,92,2019-11-14,1.85,54,318
7514024,"Downtown Beacon Hill, Convenient, Comfy Studio #14",22348222,Maverick,,Beacon Hill,42.35936,-71.06439,Entire home/apt,150,1,110,2019-11-15,3.45,54,350
7514336,Charming & Stylish Studio on Beacon Hill #11,22348222,Maverick,,Beacon Hill,42.36087,-71.06299,Entire home/apt,150,1,100,2019-11-14,2.38,54,336
7527149,Gorgeous Boston Townhouse Apartment,10502779,Peter,,Beacon Hill,42.35703,-71.07056,Entire home/apt,650,4,39,2019-11-11,0.75,1,203
7527864,Great Private Room in Beacon Hill,29187425,Olja,,Beacon Hill,42.36019,-71.06749,Private room,125,2,60,2019-5-28,1.17,2,0
7531700,Charming & Stylish Studio on Beacon Hill #3,22348222,Maverick,,Beacon Hill,42.36093,-71.06398,Entire home/apt,150,1,123,2019-11-17,2.41,54,353
7540480,Parlor South End charm with deck,38611099,Viktoria,,South End,42.3437,-71.06922,Entire home/apt,165,2,189,2019-11-11,3.69,2,189
7561220,"Allston, Close to Harvard Business School B",19548932,Joe,,Allston,42.35787,-71.12991,Private room,65,1,134,2019-11-5,2.61,8,276
7562235,Cozy room in front of metro station,11653097,Camilla,,Mission Hill,42.33193,-71.11127,Private room,90,2,3,2015-8-25,0.06,1,0
7575052,Sunny and Quiet top floor #8,9653086,Glenn,,South End,42.34055,-71.07511,Entire home/apt,200,1,74,2019-10-28,1.42,6,274
7582224,2Bed/2Bath apartment at Kendall Sq,28749942,Renata,,West End,42.3623,-71.06852,Entire home/apt,149,1,26,2019-9-24,0.53,8,156
7582651,North End Apartment!,39761134,Haley,,North End,42.36493,-71.05645,Entire home/apt,220,2,3,2015-11-2,0.06,1,0
7596262,Luxurious 1-Bedroom West End Apartment - by MGH,30283594,Kara,,West End,42.36503,-71.06914,Entire home/apt,139,3,9,2018-4-3,0.17,93,364
7611271,Spacious Family Accommodations,953185,Katie,,South Boston,42.33182,-71.03399,Entire home/apt,598,1,58,2019-11-17,1.11,1,53
7614517,Beacon Hill Studio w/ patio&parking,39934024,Jim,,Beacon Hill,42.36033,-71.06792,Entire home/apt,200,3,234,2019-11-17,4.54,1,88
7620413,Spectacular Brownstone in South End,38708629,Karen,,South End,42.34141,-71.08173,Entire home/apt,200,14,2,2015-9-27,0.04,1,0
7630340,Downtown / Back Bay 1 Bed W/ $Valet Parking,5618949,Alan,,Chinatown,42.3486,-71.06276,Entire home/apt,196,2,117,2019-10-22,2.28,9,20
7630346,Downtown Back Bay Studio W/ $Valet Parking,5618949,Alan,,Chinatown,42.34884,-71.06384,Entire home/apt,87,2,172,2019-10-30,3.32,9,18
7633883,Beacon Hill Duplex on Charles|3 BR 2BA,814298,Short Term Rentals Boston,,Beacon Hill,42.35738,-71.07135,Entire home/apt,769,2,77,2019-11-10,1.5,95,81
7635616,Charming & Stylish Studio on Beacon Hill #9,22348222,Maverick,,Beacon Hill,42.3596,-71.06391,Entire home/apt,150,1,145,2019-11-12,2.95,54,282
7637094,"2BD, Steps to Hospitals, T&Colleges",40067818,Shannon,,Longwood Medical Area,42.34213,-71.10703,Entire home/apt,100,4,0,,,1,0
7645153,Boston Seaport | Fort Point Luxury Escape w Gym!,20114673,Nicole,,South Boston Waterfront,42.34906,-71.04758,Entire home/apt,220,3,8,2018-11-11,0.5,1,0
7651065,Come Home to Boston,15396970,Linda,,Roslindale,42.28451,-71.13626,Private room,68,2,109,2019-11-4,2.1,4,339
7678756,Gorgeous and Renovated Condo,25716111,Eric,,East Boston,42.3799,-71.0296,Entire home/apt,95,5,6,2017-5-22,0.12,1,0
7692933,Perfect for 1,9508341,Phyllis,,Brighton,42.35568,-71.16214,Private room,65,1,295,2019-11-15,5.7,2,351
7693354,L’Auberge de Savin Hill,28184994,Liza,,Dorchester,42.31268,-71.05372,Private room,72,2,293,2019-11-10,5.65,1,68
7694365,"Stylish Downtown Studio in the SouthEnd, C.Ave# 41",22348222,Maverick,,South End,42.34403,-71.07717,Entire home/apt,150,1,85,2019-11-3,2.06,54,278
7694559,"Heart of South End, Convenient, Comfy Studio #32",22348222,Maverick,,South End,42.34513,-71.07513,Entire home/apt,150,1,74,2019-10-30,2.26,54,326
7699667,Boston Comfy room with free parking,9663343,Sarah,,Dorchester,42.30593,-71.07891,Private room,65,1,49,2019-10-28,1.58,2,365
7708436,"Your own bedroom, sitting room & bathroom. Near T.",236790,Ann,,Jamaica Plain,42.30984,-71.10752,Private room,80,1,74,2017-10-22,1.44,1,0
7713815,Charming & Stylish Studio on Beacon Hill #2,22348222,Maverick,,Beacon Hill,42.35958,-71.06397,Entire home/apt,150,1,87,2019-11-15,2.18,54,342
7714627,Beautiful South End Penthouse!,20627610,Liri,,South End,42.34384,-71.07183,Entire home/apt,175,2,203,2019-11-17,3.95,1,172
7724412,Quiet Room w/ own Bathroom!,9303410,Tye,,Roxbury,42.33962,-71.08188,Private room,130,1,2,2015-8-29,0.04,1,0
7728499,Charming & Stylish Studio on Beacon Hill #8,22348222,Maverick,,Downtown,42.35953,-71.06249,Entire home/apt,150,1,154,2019-11-14,3.02,54,276
7749568,Perfect Marathon Location! Back Bay,40738497,Loren,,Back Bay,42.34881,-71.08898,Entire home/apt,150,2,16,2016-9-6,0.35,1,0
7797744,Allston Close to Harvard Business E,19548932,Joe,,Allston,42.35759,-71.12855,Private room,50,1,142,2019-10-31,3.27,8,332
7809904,Amazing view near Airport/Downtown,7956208,Aida,,East Boston,42.37005,-71.0417,Entire home/apt,150,28,79,2018-8-30,1.53,2,0
7832890,Comfy Beacon Hill Studio Great for Work Travel #7,22348222,Maverick,,Downtown,42.35942,-71.06232,Entire home/apt,150,1,160,2019-11-12,3.79,54,278
7837202,Charming & Stylish Studio on Beacon Hill #15,22348222,Maverick,,Beacon Hill,42.36099,-71.06444,Entire home/apt,150,1,85,2019-11-16,1.97,54,358
7840411,Cozy House in Quiet Neighborhood,41306542,Becky,,Hyde Park,42.25934,-71.11781,Entire home/apt,180,28,6,2017-7-21,0.12,2,2
7845607,Cozy Sunroom in Secluded Townhouse,38120441,Jacob,,Jamaica Plain,42.3158,-71.11696,Private room,55,1,9,2016-8-3,0.18,1,0
7854569,Quiet and safe,41390416,Aslihan,,West Roxbury,42.29402,-71.15136,Private room,90,1,0,,,1,0
7854872,Charming & Stylish Studio on Beacon Hill #12,22348222,Maverick,,Beacon Hill,42.35934,-71.06292,Entire home/apt,150,1,103,2019-10-30,2.08,54,332
7856208,Large bedroom in South End w/ Patio,41439483,Ira,,South End,42.34203,-71.07256,Private room,180,1,0,,,1,0
7868209,Beautiful Sunny Bedroom in Boston,31545543,Zack,,Allston,42.35026,-71.12703,Private room,76,1,2,2015-8-24,0.04,2,0
7871576,Big Bedroom for rent.,41486164,Joseph,,Mission Hill,42.33072,-71.10447,Private room,60,1,2,2015-8-19,0.04,1,0
7880828,"Cozy Room near Logan Airport ,T very near to Dtown",41542719,Ivan,,East Boston,42.37747,-71.03034,Private room,53,1,350,2019-11-18,6.75,5,89
7900936,Morning Glory Bed & Breakfast!,41658743,Chris,,Hyde Park,42.24201,-71.12378,Private room,75,1,130,2019-11-9,2.51,1,326
7910223,Authentic Charming home in JP (Boston) near Subway,30490577,Lori,,Jamaica Plain,42.31592,-71.09958,Entire home/apt,160,2,242,2019-11-11,4.71,3,169
7911936,"Downtown Beacon Hill, Convenient, Comfy Studio #1",22348222,Maverick,,Beacon Hill,42.36084,-71.06413,Entire home/apt,150,1,83,2019-11-17,1.66,54,363
7913309,Studio apartment conveniently located in Downtown,41726345,Mufaddal,,Downtown,42.35527,-71.06109,Entire home/apt,99,2,22,2017-8-13,0.61,1,0
7916575,"Centrally located Studio in Boston ,#35",22348222,Maverick,,South End,42.3453,-71.07749,Entire home/apt,150,1,92,2019-11-1,2.74,54,257
7920759,"Beacon Hill- 2br, 2 bath Personal Home",41766550,Mike,,Beacon Hill,42.35835,-71.06693,Entire home/apt,300,3,29,2019-8-4,0.71,1,26
7927765,Andrew Sq Room Close to T&Shops,18479599,Agnieszka,,Dorchester,42.32427,-71.05963,Private room,75,28,4,2017-4-1,0.09,8,233
7933149,WB Quarters�?by STRB|Hangout|Priv. Room|Shared BA,814298,Short Term Rentals Boston,,South Boston,42.34305,-71.05567,Private room,144,30,25,2019-4-9,0.49,95,67
7934491,A Very Large Room - Beige Room,18479599,Agnieszka,,Dorchester,42.32485,-71.05936,Private room,100,28,1,2016-10-28,0.03,8,286
7939556,Andrew Sq - Quiet Yellow Room,18479599,Agnieszka,,Dorchester,42.32586,-71.05797,Private room,100,28,1,2015-10-2,0.02,8,365
7949859,A Very Large Room- Great for Couple,18479599,Agnieszka,,Dorchester,42.32456,-71.05983,Private room,85,28,6,2019-4-17,0.14,8,365
7965521,South End 1 Bedroom PERFECTION!,22110106,Chris,,South End,42.34451,-71.0739,Entire home/apt,215,1,164,2019-11-16,3.26,2,206
7984226,North End Studio,36050005,Janna,,North End,42.36388,-71.05765,Entire home/apt,250,1,0,,,1,0
7986179,Spacious home in Jamaica Plain,20040612,Jared,,Jamaica Plain,42.32158,-71.11412,Entire home/apt,95,2,22,2018-7-22,0.52,1,0
7988755,Private Room&Bath+Breakfast/4min walk from Train,8408214,Sarah,,South Boston,42.32853,-71.05386,Private room,115,2,135,2017-8-14,2.63,1,0
8006992,"Elegant, Historic, sleek Brownstone renovation",2265368,Daniel,,South End,42.33808,-71.07509,Entire home/apt,219,5,35,2019-6-29,0.71,1,0
8014642,Nice bedroom in a shared apt.,17549955,Arnaldo,,Roxbury,42.32554,-71.09757,Private room,79,1,2,2015-9-8,0.04,1,0
8014683,One-Bed Condo (Downtown Boston),24123098,Abhishek,,Leather District,42.35177,-71.05705,Entire home/apt,179,2,2,2015-11-25,0.04,1,0
8025718,"Charming Studio in Boston Brownstone, #6",22348222,Maverick,,South End,42.34341,-71.07604,Entire home/apt,150,1,82,2019-11-16,1.62,54,277
8029788,Minutes From Fenway,42396951,Katie,,Allston,42.34775,-71.1387,Entire home/apt,200,1,1,2015-9-7,0.02,1,0
8036024,Comfortable North End Escape | Faneuil Hall,42431392,Frank,,North End,42.36346,-71.05721,Entire home/apt,280,1,329,2019-11-6,6.43,8,324
8052494,One-bedroom Apartment Beacon Hill,42525742,Brandon,,Beacon Hill,42.35833,-71.06718,Entire home/apt,143,1,8,2017-5-29,0.2,1,0
8052617,182 REVIEWS! Two Bedroom Southie Stay!,21184200,Airbnb,,South Boston,42.33923,-71.04787,Entire home/apt,175,1,196,2019-10-21,3.82,17,120
8055839,Updated South Boston Condo,39621923,Kevin,,South Boston,42.33651,-71.05514,Entire home/apt,200,2,5,2015-10-12,0.1,1,0
8063815,High End 1BR Apartment in Boston's Fenway Area,30283594,Kara,,Fenway,42.34548,-71.10137,Entire home/apt,124,28,1,2016-9-19,0.03,93,90
8065282,"2BR Steps to Train & Airport, Close to Downtown",16284736,Jordan,,East Boston,42.37497,-71.03337,Entire home/apt,185,1,351,2019-11-6,6.88,5,88
8067585,Friendly Resting Spot/Great Transit,27756951,Hannah & Philip,,Jamaica Plain,42.30513,-71.11423,Private room,95,3,32,2019-5-26,0.68,1,0
8081699,"Lovely Spacious Studio ""Sanctuary in the City""",42688244,Takara,,Roxbury,42.32342,-71.07822,Entire home/apt,150,3,15,2019-10-7,1.97,1,223
8081935,Lux 1-Bedroom Apartment in Boston Fenway!,30283594,Kara,,Fenway,42.3447,-71.10115,Entire home/apt,139,28,0,,,93,90
8082512,"Stylish Downtown Studio in the Boston, C.Ave# 34",22348222,Maverick,,South End,42.34468,-71.07663,Entire home/apt,150,1,62,2019-11-11,1.24,54,332
8097453,Luxury 1-Bedroom Boston Apartment in Fenway!,30283594,Kara,,Fenway,42.34387,-71.10227,Entire home/apt,141,28,1,2015-9-28,0.02,93,365
8116523,Brownstone in heart of Back Bay,42431392,Frank,,Back Bay,42.35553,-71.07834,Entire home/apt,280,1,181,2018-5-19,3.53,8,272
8162168,Stylish 2BR  Apt-walking distance to Fenway Park!,30283594,Kara,,Fenway,42.34472,-71.0993,Entire home/apt,175,28,9,2018-8-25,0.26,93,341
8163273,Lovely 2BR apt near Fenway Park,30283594,Kara,,Fenway,42.34476,-71.10062,Entire home/apt,189,28,3,2018-4-1,0.07,93,365
8164146,Furnished 2-BR Apartment near Boston University,30283594,Kara,,Fenway,42.3434,-71.09945,Entire home/apt,177,28,4,2019-6-2,0.32,93,100
8164953,Lux 2BR Boston Fenway Apt. - Landmark Center!,30283594,Kara,,Fenway,42.34454,-71.09931,Entire home/apt,179,28,5,2018-2-4,0.14,93,365
8165898,Luxury 2BR apt located minutes from Fenway Park!,30283594,Kara,,Fenway,42.34338,-71.10128,Entire home/apt,189,28,5,2017-4-5,0.1,93,365
8170181,Gorgeous Beacon Hill Apartment,26303242,Mark,,Beacon Hill,42.35936,-71.06842,Entire home/apt,95,28,186,2019-10-23,3.66,1,48
8187052,Luxury 2BR/2Bath near the Boston University!,30283594,Kara,,Fenway,42.34586,-71.10012,Entire home/apt,176,28,4,2019-4-16,0.11,93,365
8189821,Extra Bedroom in Charlestown Apt,7723209,Taylor,,Charlestown,42.37588,-71.05974,Private room,200,1,2,2015-10-16,0.04,1,0
8193344,1 Bedroom �?Patio  �?Full-Kitchen (II),43217109,Javier,,South End,42.33832,-71.07659,Private room,125,1,144,2019-11-12,2.81,6,335
8200839,Boston �?1 Bedroom �?Patio �?Full-Kitchen (III),43217109,Javier,,South End,42.33606,-71.07477,Private room,125,1,136,2019-11-14,2.66,6,340
8201104,Boston �?3 Bedrooms �?Patio �?Full-Kitchen,43217109,Javier,,South End,42.3375,-71.07654,Entire home/apt,400,4,8,2019-5-22,0.19,6,323
8206536,"Centrally located Studio in the SouthEnd, #25",22348222,Maverick,,South End,42.34491,-71.07523,Entire home/apt,150,1,111,2019-11-11,3.44,54,322
8224214,Welcome2Boston2: Near BC/BU/Harvard,29066313,Andy,,Brighton,42.34057,-71.1513,Entire home/apt,165,30,150,2019-8-10,2.95,2,166
8226982,"Spacious, modern--right next to T",6703626,Isabel,,Jamaica Plain,42.31858,-71.10678,Private room,67,1,4,2016-6-12,0.09,1,0
8227206,ENJOY BOSTON IN ANY SEASON | KING APARTMENT,43384196,Alex,,North End,42.36508,-71.05561,Entire home/apt,335,28,111,2019-11-17,2.17,1,33
8231382,*** Sunny Studio *** near Airport & Train stop,23777641,Gavin,,East Boston,42.37672,-71.03655,Entire home/apt,62,31,151,2019-11-3,3.1,2,95
8252058,"Two Bedroom apartment, East Boston,",42838239,(Phone number hidden by Airbnb),,East Boston,42.37208,-71.03198,Private room,80,1,440,2019-11-18,8.6,1,32
8265182,"2 Queen Beds, Free WIFi&Parking",43544288,Susan,,West Roxbury,42.27391,-71.16762,Private room,55,1,62,2019-11-3,1.45,24,364
8271384,Bright & Open Studio by Convention Center,43613912,Drew,,South Boston Waterfront,42.34306,-71.05173,Entire home/apt,129,2,303,2019-11-3,5.94,3,151
8272350,"""The Sheridan"" JP, Boston",37835016,Erin,,Jamaica Plain,42.32004,-71.10784,Private room,99,2,2,2015-10-26,0.04,1,0
8283433,Spacious bright apt in safe convenient location!,1264857,Marie,,Jamaica Plain,42.31102,-71.11899,Entire home/apt,270,2,72,2019-11-10,1.87,1,320
8301150,"Beautiful, Spacious Apt in Allston!",39088458,Jordan,,Allston,42.34908,-71.1369,Entire home/apt,175,2,3,2015-10-12,0.06,1,0
8301926,"Gorgeous South End Apt, in the heart of Boston!",43772222,Nicole,,South End,42.34384,-71.07007,Private room,99,2,29,2018-8-4,0.57,1,0
8309604,Back Bay / South End - best of both,4127253,Jeff,,South End,42.34664,-71.07399,Entire home/apt,290,2,1,2015-9-27,0.02,1,0
8316068,1 Bedroom �?Patio �?Full-Kitchen (I),43217109,Javier,,South End,42.3368,-71.07649,Private room,125,1,130,2019-11-7,2.86,6,331
8325544,2BR Lux Apt. in Boston Fenway,30283594,Kara,,Fenway,42.34535,-71.10203,Entire home/apt,182,28,10,2018-9-10,0.24,93,365
8328203,Whole top floor w/private bathroom!,5610150,Kt,,Brighton,42.34548,-71.16462,Private room,95,3,2,2015-11-25,0.04,2,0
8334845,Lux Furnished Boston Fenway 2BR Apt,30283594,Kara,,Fenway,42.34302,-71.09986,Entire home/apt,175,28,3,2016-11-16,0.08,93,101
8335210,2br furnished Apt. in Boston Fenway,30283594,Kara,,Fenway,42.34472,-71.10175,Entire home/apt,199,9,1,2016-1-10,0.02,93,180
8336609,Modern 2BR apt near Boston's Children Hospital!,30283594,Kara,,Fenway,42.34507,-71.10144,Entire home/apt,183,28,6,2018-5-11,0.14,93,365
8354938,"Luxury Boston JP w/ subway,AC,WiFi,parking,laundry",206353,Perry,,Jamaica Plain,42.31466,-71.09929,Entire home/apt,192,2,76,2019-9-14,1.52,1,226
8381472,Beautiful brown stone in South End,44169062,Nick,,South End,42.34309,-71.0798,Entire home/apt,400,1,0,,,1,0
8390793,awesome apartment in great location,44203099,Jorge,,North End,42.36652,-71.05679,Private room,50,2,0,,,1,0
8402408,Room on Top - South End brownstone,44162105,Betsy,,Roxbury,42.33691,-71.07748,Private room,95,1,392,2019-11-7,8.55,1,96
8403945,"Charming Studio in Boston Brownstone, C. Ave #33",22348222,Maverick,,South End,42.34561,-71.07699,Entire home/apt,150,3,78,2019-10-15,2.33,54,353
